file,rows,cols,base_cols_count,timestamp_cols_count,null_cells,duplicate_rows,metrics_count,min_value,max_value,min_timestamp,max_timestamp,parse_timestamp_nulls,parse_value_nulls
AVAILABILITY-data - 2026-02-11T163115.952.csv,1,367,4,363,2,0,1,2431509.0,3116021.0,2026-02-10 10:59:40,2026-02-10 12:00:00,0,0
AVAILABILITY-data - 2026-02-11T163120.450.csv,1,367,4,363,2,0,1,3106692.0,4164882.0,2026-02-10 11:59:40,2026-02-10 13:00:00,0,0
AVAILABILITY-data - 2026-02-11T163124.929.csv,1,367,4,363,2,0,1,4151902.0,4893055.0,2026-02-10 12:59:40,2026-02-10 14:00:00,0,0
AVAILABILITY-data - 2026-02-11T163129.041.csv,1,367,4,363,2,0,1,4846561.0,5600386.0,2026-02-10 13:59:40,2026-02-10 15:00:00,0,0
AVAILABILITY-data - 2026-02-11T163132.804.csv,1,367,4,363,2,0,1,1633913.0,5767000.0,2026-02-10 14:59:40,2026-02-10 16:00:00,0,0
AVAILABILITY-data - 2026-02-11T163136.996.csv,1,367,4,363,2,0,1,1600223.0,5733977.0,2026-02-10 15:59:40,2026-02-10 17:00:00,0,0
AVAILABILITY-data - 2026-02-11T163140.803.csv,1,367,4,363,2,0,1,5448426.0,5696912.0,2026-02-10 16:59:40,2026-02-10 18:00:00,0,0
AVAILABILITY-data - 2026-02-11T163144.806.csv,1,367,4,363,2,0,1,5242833.0,5559498.0,2026-02-10 17:59:40,2026-02-10 19:00:00,0,0
AVAILABILITY-data - 2026-02-11T163257.167.csv,1,367,4,363,2,0,1,5111953.0,5262011.0,2026-02-10 18:59:40,2026-02-10 20:00:00,0,0
AVAILABILITY-data - 2026-02-11T163301.287.csv,1,367,4,363,2,0,1,4493284.0,5124121.0,2026-02-10 19:59:40,2026-02-10 21:00:00,0,0
AVAILABILITY-data - 2026-02-11T163309.828.csv,1,367,4,363,2,0,1,3658536.0,4513937.0,2026-02-10 20:59:40,2026-02-10 22:00:00,0,0
AVAILABILITY-data - 2026-02-11T163313.663.csv,1,367,4,363,2,0,1,2440734.0,3669536.0,2026-02-10 21:59:40,2026-02-10 23:00:00,0,0
AVAILABILITY-data - 2026-02-11T163317.768.csv,1,367,4,363,2,0,1,1074886.0,2449664.0,2026-02-10 22:59:40,2026-02-11 00:00:00,0,0
AVAILABILITY-data - 2026-02-11T163322.518.csv,1,46,4,42,2,0,1,2763.0,1075800.0,2026-02-10 23:59:40,2026-02-11 00:06:30,0,0
AVAILABILITY-data - 2026-02-11T163352.659.csv,1,297,4,293,2,0,1,82.0,23020.0,2026-02-11 06:11:20,2026-02-11 07:00:00,0,0
AVAILABILITY-data - 2026-02-11T163356.970.csv,1,367,4,363,2,0,1,21047.0,52008.0,2026-02-11 06:59:40,2026-02-11 08:00:00,0,0
AVAILABILITY-data - 2026-02-11T163407.924.csv,1,367,4,363,2,0,1,51867.0,551012.0,2026-02-11 07:59:40,2026-02-11 09:00:00,0,0
AVAILABILITY-data - 2026-02-11T163412.206.csv,1,367,4,363,2,0,1,520282.0,1693792.0,2026-02-11 08:59:40,2026-02-11 10:00:00,0,0
AVAILABILITY-data - 2026-02-11T163416.336.csv,1,367,4,363,2,0,1,1690594.0,2700540.0,2026-02-11 09:59:40,2026-02-11 11:00:00,0,0
AVAILABILITY-data - 2026-02-11T163420.714.csv,1,367,4,363,2,0,1,2693831.0,3419631.0,2026-02-11 10:59:40,2026-02-11 12:00:00,0,0
AVAILABILITY-data - 2026-02-11T163424.575.csv,1,367,4,363,2,0,1,3413209.0,4245466.0,2026-02-11 11:59:40,2026-02-11 13:00:00,0,0
AVAILABILITY-data - 2026-02-11T163429.048.csv,1,367,4,363,2,0,1,4232457.0,5065625.0,2026-02-11 12:59:40,2026-02-11 14:00:00,0,0
AVAILABILITY-data - 2026-02-11T163433.165.csv,1,367,4,363,2,0,1,5049530.0,5710374.0,2026-02-11 13:59:40,2026-02-11 15:00:00,0,0
AVAILABILITY-data.csv,1,297,4,293,2,0,1,37.0,20762.0,2026-02-01 06:11:20,2026-02-01 07:00:00,0,0
